ifInOctets11,ifOutOctets11,ifOutDiscards11,ifInUcastPkts11,ifInNUcastPkts11,ifInDiscards11,ifOutUcastPkts11,ifOutNUcastPkts11,tcpOutRsts,tcpInSegs,tcpOutSegs,tcpPassiveOpens,tcpRetransSegs,tcpCurrEstab,tcpEstabResets,tcpActiveOpens,udpInDatagrams,udpOutDatagrams,udpInErrors,udpNoPorts,ipInReceives,ipInDelivers,ipOutRequests,ipOutDiscards,ipInDiscards,ipForwDatagrams,ipOutNoRoutes,ipInAddrErrors,icmpInMsgs,icmpInDestUnreachs,icmpOutMsgs,icmpOutDestUnreachs,icmpInEchos,icmpOutEchoReps
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,83,0,1,152,151,114,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,68,83,0,0,150,150,111,0,0,0,0,0,0,0,0,0,0,0
54756,479278,0,638,0,0,830,0,0,16,31,0,0,0,0,0,68,84,0,1,152,151,113,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,69,84,0,0,150,152,113,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,82,0,0,151,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,83,0,0,151,150,113,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,83,0,0,150,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,68,83,0,0,150,149,109,0,1,0,0,0,0,0,0,0,0,0
0,0,0,502,0,0,679,0,0,16,31,0,0,0,0,0,68,83,0,1,152,151,113,0,0,0,0,0,0,0,0,0,0,0
43032,437802,0,0,0,0,0,0,0,15,31,0,0,0,0,0,68,84,0,0,151,151,115,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,83,0,0,151,152,113,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,68,85,0,0,152,151,117,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,28,0,0,0,0,0,68,83,0,0,150,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,68,83,0,0,150,151,114,0,0,0,0,0,0,0,0,0,0,0
41744,444449,0,494,0,0,676,0,0,15,29,0,0,0,0,0,68,83,0,0,151,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,68,83,0,0,151,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,151,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,83,0,1,151,151,113,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,84,0,0,151,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,0,68,82,0,0,149,150,111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,682,0,0,14,29,0,0,0,0,0,68,83,0,0,150,150,109,0,0,0,0,0,0,0,0,0,0,0
42988,437926,0,504,0,0,0,0,0,15,29,0,0,0,0,0,68,82,0,0,151,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,68,84,0,0,153,153,116,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,68,85,0,0,151,152,116,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,82,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,150,149,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,493,0,0,670,0,0,15,29,0,0,0,0,0,68,83,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
41680,435393,0,0,0,0,0,0,0,15,30,0,0,0,0,0,68,83,0,0,152,152,115,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,68,84,0,0,151,151,111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,68,83,0,0,151,151,115,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,83,0,0,150,151,111,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,30,0,0,0,0,0,68,83,0,0,151,150,113,0,0,0,0,0,0,0,0,0,0,0
0,435563,0,495,0,0,672,0,0,15,28,0,0,0,0,0,68,83,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
41858,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,68,83,0,0,151,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,30,0,1,0,0,0,68,83,0,0,152,152,115,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,29,0,0,0,0,0,68,83,0,0,151,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,26,0,0,0,0,0,68,83,0,0,150,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,68,82,0,0,149,148,107,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,68,83,0,0,151,151,112,0,0,0,0,0,0,0,0,0,0,0
43154,439836,0,509,0,0,688,0,0,14,29,0,0,0,0,0,68,81,0,0,149,149,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,82,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,25,0,0,0,0,0,68,82,0,0,150,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,82,0,0,148,149,107,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,150,149,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,82,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
47084,464546,0,555,0,0,743,0,0,13,27,0,0,0,0,0,68,83,0,0,150,151,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,81,0,0,149,148,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,150,150,106,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,28,0,0,0,0,0,68,82,0,0,150,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,0,68,83,0,0,150,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,68,82,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,81,0,0,149,148,107,0,0,0,0,0,0,0,0,0,0,0
48612,479469,0,573,0,0,768,0,0,14,29,0,0,0,0,0,68,83,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,81,0,0,151,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,68,86,0,0,153,153,121,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,37,0,0,0,0,0,68,87,0,0,155,155,126,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,35,0,0,0,0,0,68,85,0,0,152,152,116,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,68,82,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
42300,461370,0,501,0,0,690,0,0,14,28,0,0,0,0,0,68,82,0,0,149,149,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,150,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,0,68,84,0,0,151,151,113,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,68,83,0,0,151,150,112,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,68,81,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,149,148,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,149,149,107,0,0,0,0,0,0,0,0,0,0,0
48612,483915,0,573,0,0,769,0,0,13,27,0,0,0,0,0,68,82,0,0,150,151,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,27,0,0,0,0,0,68,82,0,0,149,149,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,68,82,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,81,0,0,149,148,106,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,68,82,0,0,150,149,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,68,82,0,0,150,150,109,0,0,0,0,0,0,0,0,0,0,0
48422,470369,0,570,0,0,761,0,0,13,26,0,0,0,0,0,68,81,0,0,148,149,107,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,68,82,0,0,150,149,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,82,0,0,150,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,25,0,0,0,0,0,68,82,0,0,149,150,109,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,68,82,0,0,149,148,106,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,149,150,110,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,68,82,0,0,151,150,111,0,0,0,0,0,0,0,0,0,0,0
48550,477903,0,572,0,0,766,0,0,14,30,0,0,0,0,0,68,84,0,0,151,152,115,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,0,68,83,0,0,152,151,114,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,31,0,0,0,0,0,68,85,0,0,152,152,117,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,68,83,0,0,150,150,113,0,0,0,0,0,0,0,0,0,0,0
